;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;year;month
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','year','month';'host_response_time';'host_response_rate';'host_is_superhost';'host_listings_count';'latitude';'longitude';'property_type';'room_type';'accommodates';'bathrooms';'bedrooms';'beds';'bed_type';'amenities';'price';'security_deposit';'cleaning_fee';'guests_included';'extra_people';'minimum_nights';'maximum_nights';'number_of_reviews';'review_scores_rating';'review_scores_accuracy';'review_scores_cleanliness';'review_scores_checkin';'review_scores_communication';'review_scores_location';'review_scores_value';'instant_bookable';'is_business_travel_ready';'cancellation_policy';'year';'month'
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;within an hour;100%;f;1.0;-22.978.304.022.320.300;-4.319.089.390.579.870;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Long term stays allowed""}";$222.00;$0.00;$188.00;2;$68.00;2;90;38;99.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within a few hours;100%;t;4.0;-2.297.122.528.201.030;-4.318.994.244.721.950;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Outlet covers"",""Baby bath"",""High chair"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}";$297.00;$0.00;$130.00;4;$35.00;2;90;89;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;2.0;-22.979.161.638.502.900;-4.322.685.597.814.170;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Essentials,Shampoo,Iron}";$161.00;$740.00;$175.00;1;$88.00;4;1125;11;82.0;9.0;8.0;9.0;8.0;9.0;8.0;f;f;strict;2018;4
;;;f;2.0;-22.981.368.342.518.200;-4.319.254.561.518.480;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Family/kid friendly"",Essentials,""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Oven,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed""}";$130.00;$438.00;$122.00;1;$39.00;4;1125;28;92.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict;2018;4
;within an hour;89%;t;1.0;-22.943.152.749.092.200;-4.318.477.592.345.400;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$154.00;;;1;$0.00;3;1125;84;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;within a few hours;100%;f;14.0;-2.299.044.039.051.570;-4.322.777.244.262.000;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Suitable for events"",""24-hour check-in"",Hangers,""Laptop friendly workspace""}";$411.00;$685.00;$137.00;4;$137.00;2;1095;7;97.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;2.0;-229.690.351.889.906;-4.318.197.203.745.550;Apartment;Entire home/apt;6;3.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$683.00;$342.00;$683.00;3;$256.00;3;1125;1;97.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;1.0;-2.298.624.025.727.750;-4.322.267.605.387.770;Other;Entire home/apt;3;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$342.00;;$102.00;3;$0.00;5;30;39;95.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;;;f;4.0;-2.298.012.227.859.250;-4.319.885.781.323.000;Apartment;Entire home/apt;8;2.5;3.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}";$342.00;$683.00;$171.00;6;$171.00;4;30;13;88.0;8.0;8.0;9.0;9.0;10.0;8.0;f;f;strict;2018;4
;;;f;4.0;-2.294.194.527.318.180;-43.188.298.349.931.000;Bed and breakfast;Private room;3;;1.0;3.0;Real Bed;"{Internet,Wifi,Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",Washer,Dryer}";$512.00;;;2;$239.00;3;90;2;100.0;8.0;9.0;10.0;10.0;8.0;9.0;f;f;strict;2018;4
;within a day;89%;f;3.0;-22.918.671.769.044.000;-4.317.952.062.417.660;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;{TV,Internet,Wifi,Kitchen,Breakfast,Elevator,Washer,Essentials};$79.00;$400.00;$120.00;1;$150.00;3;50;12;84.0;9.0;8.0;9.0;9.0;9.0;8.0;f;f;strict;2018;4
;;;f;4.0;-2.294.108.689.951.340;-4.318.754.097.357.570;House;Private room;3;1.0;1.0;3.0;Real Bed;"{Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$444.00;;;2;$239.00;3;90;1;100.0;8.0;10.0;10.0;10.0;8.0;10.0;f;f;flexible;2018;4
;;;f;4.0;-2.294.078.553.714.830;-4.318.847.217.590.760;House;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher""}";$444.00;;;2;$239.00;3;90;3;93.0;10.0;9.0;10.0;9.0;9.0;9.0;f;f;moderate;2018;4
;;;f;5.0;-2.296.946.066.222.230;-4.318.889.790.175.110;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";$208.00;$600.00;$120.00;1;$0.00;3;1125;1;100.0;10.0;8.0;8.0;10.0;10.0;8.0;f;f;strict;2018;4
;within a few hours;100%;f;3.0;-229.246.408.635.504;-43.191.556.863.741;Dorm;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""First aid kit"",""Fire extinguisher"",Essentials}";$239.00;$1,708.00;$68.00;2;$0.00;2;21;20;99.0;10.0;10.0;10.0;9.0;9.0;9.0;f;f;moderate;2018;4
;within a few hours;100%;f;3.0;-22.925.010.251.668.800;-4.319.106.890.468.630;Dorm;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials}";$854.00;$1,708.00;;2;$0.00;2;30;0;;;;;;;;f;f;moderate;2018;4
;within an hour;100%;t;6.0;-2.298.579.965.332.630;-4.320.196.471.813.360;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$222.00;$0.00;$102.00;2;$34.00;4;90;113;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;within an hour;100%;f;1.0;-2.298.211.845.185.000;-4.319.839.655.849.060;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets""}";$137.00;$683.00;$171.00;1;$68.00;3;30;10;96.0;9.0;9.0;9.0;10.0;10.0;10.0;t;f;strict;2018;4
;within a day;50%;f;2.0;-2.298.657.415.487.850;-4.322.691.111.179.500;Apartment;Private room;2;;1.0;;Real Bed;{};$512.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2018;4
;within an hour;100%;f;4.0;-2.296.870.619.690.720;-43.182.173.360.897.500;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Luggage dropoff allowed"",""Host greets you""}";$126.00;$600.00;$80.00;1;$30.00;1;15;34;95.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;within a day;100%;t;1.0;-2.296.521.432.174.300;-4.317.614.346.349.840;Apartment;Entire home/apt;8;1.5;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";$154.00;$500.00;$150.00;4;$16.00;2;120;59;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;;;f;4.0;-2.294.138.590.367.110;-4.318.730.402.266.770;House;Private room;8;2.0;1.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Shampoo}";$1,195.00;;$102.00;6;$239.00;3;90;6;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
;within an hour;100%;f;8.0;-2.294.156.584.339.960;-4.318.577.921.079.980;House;Private room;2;2.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,Breakfast,""Pets live on this property"",Dog(s),Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$79.00;;;1;$80.00;3;1000;11;96.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;;;f;1.0;-2.300.028.267.197.160;-43.509.991.896.912.000;House;Shared room;1;;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Dryer}";$273.00;;$85.00;2;$102.00;1;1125;0;;;;;;;;f;f;moderate;2018;4
;within an hour;100%;f;8.0;-2.296.657.861.865.650;-4.318.256.481.769.040;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator,Washer}";$130.00;$400.00;$60.00;2;$100.00;3;30;106;89.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;4.0;-2.297.704.871.921.610;-43.188.644.210.944;Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$253.00;;$205.00;4;$85.00;3;31;158;96.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within a day;100%;f;2.0;-2.298.309.575.598.700;-4.330.133.949.336.030;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,""Free parking on premises"",Doorman,""Pets live on this property"",Dog(s),Washer,Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$201.00;;$50.00;2;$0.00;2;120;8;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;4.0;-229.771.726.013.364;-4.318.935.067.591.680;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$225.00;;$205.00;4;$85.00;3;1125;151;95.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;3.0;-22.924.733.018.859.200;-4.319.144.220.741.260;Dorm;Private room;2;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Suitable for events"",""First aid kit"",""Fire extinguisher"",Essentials}";$239.00;$1,708.00;$68.00;2;$34.00;2;30;13;97.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;moderate;2018;4
;within a day;100%;f;5.0;-2.292.269.905.848.430;-431.833.651.647.412;Apartment;Entire home/apt;16;5.0;6.0;16.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Washer,Essentials}";$3,299.00;;$660.00;4;$0.00;1;30;11;78.0;8.0;8.0;9.0;9.0;8.0;8.0;t;f;strict;2018;4
;;;f;1.0;-22.959.867.595.274.700;-4.320.826.855.240.600;Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$649.00;$1,000.00;$150.00;4;$0.00;2;7;1;89.0;10.0;8.0;8.0;8.0;10.0;8.0;f;f;strict;2018;4
;;;f;1.0;-2.292.086.951.044.760;-4.318.861.633.994.250;Apartment;Entire home/apt;6;3.0;2.0;5.0;Real Bed;"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Safety card"",Essentials,Hangers,Iron}";$1,250.00;$2,000.00;;1;$100.00;20;30;1;100.0;8.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;1.0;-2.296.733.825.279.190;-4.349.179.654.833.000;Loft;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{""Cable TV"",Wifi,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}";$201.00;;;1;$50.00;1;30;0;;;;;;;;f;f;strict;2018;4
;;;f;1.0;-2.296.528.749.449.210;-4.323.700.501.085.340;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Washer,Dryer,Essentials}";$683.00;;;1;$0.00;1;30;0;;;;;;;;f;f;flexible;2018;4
;;;f;4.0;-2.298.042.395.376.560;-4.322.523.689.502.280;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Breakfast,Elevator,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$683.00;$2,049.00;;2;$0.00;4;30;0;;;;;;;;f;f;strict;2018;4
;within an hour;89%;t;2.0;-2.301.356.781.141.420;-4.331.437.445.684.330;Other;Private room;4;1.0;1.0;3.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,Bathtub,""Window guards"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Wide doorway"",""Step-free access"",""Wide entryway""}";$150.00;$800.00;$150.00;1;$90.00;2;90;7;94.0;9.0;10.0;9.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;1.0;-23.021.969.148.982.700;-4.351.959.449.724.420;House;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),""Family/kid friendly""}";$201.00;;$59.00;1;$118.00;2;1125;0;;;;;;;;f;f;strict;2018;4
;within an hour;100%;f;6.0;-22.978.762.563.749.100;-4.322.409.553.427.190;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}";$89.00;$0.00;$80.00;1;$0.00;2;30;41;87.0;9.0;8.0;9.0;10.0;9.0;9.0;t;f;strict;2018;4
;within a few hours;100%;t;2.0;-2.294.311.132.915.320;-4.318.365.506.854.620;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{Internet,Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Luggage dropoff allowed""}";$79.00;$500.00;$150.00;1;$60.00;4;15;97;94.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within a few hours;100%;t;2.0;-229.848.032.810.666;-4.319.580.586.783.260;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide entryway""}";$89.00;$350.00;$100.00;1;$50.00;3;90;29;95.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;t;6.0;-2.292.854.412.444.800;-4.319.478.262.863.690;House;Private room;16;5.0;1.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Hot tub"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials}";$167.00;;;2;$42.00;1;30;58;95.0;9.0;8.0;10.0;10.0;9.0;9.0;f;f;moderate;2018;4
;within an hour;100%;t;6.0;-22.928.731.709.565.000;-4.319.412.028.633.700;House;Private room;16;5.0;1.0;7.0;Real Bed;"{Internet,Wifi,""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Hot tub"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials}";$167.00;;;2;$42.00;1;30;30;93.0;10.0;9.0;10.0;10.0;9.0;10.0;f;f;moderate;2018;4
